facility_name,street1,city,postal_code,country,latitude,longitude,phone
CVS/pharmacy,3411 WEST ADDISON STREET,CHICAGO,60618,,,,
CVS/pharmacy,2825 WEST DEVON AVENUE,CHICAGO,60659,,,,
24th Ward Office,1158 S. Keeler Ave.,Chicago,60624,,,,
CVS/pharmacy,6417 WEST HIGGINS AVENUE,CHICAGO,60656,,,,
Walgreens,3424 W BELMONT AVE,CHICAGO,60618,,,,
Walgreens,2744 N CALIFORNIA AVE,Chicago,60647,,,,
CVS/pharmacy,1165 NORTH CLARK STREET,CHICAGO,60610,,,,
Walgreens,4720 N MARINE DR,CHICAGO,60640,,,,
Lower West WIC,1713 S. Ashland Ave.,Chicago,60608,,,,
43rd Ward-DePaul Student Center,2250 N. Sheffield Ave.,Chicago,60614,,,,
Walgreens,740 W DIVERSEY PKWY,CHICAGO,60614,,,,
Walgreens,1649 W BELMONT AVE,CHICAGO,60657,,,,
Walgreens,2440 W NORTH AVE,CHICAGO,60647,,,,
Walgreens,79 W MONROE ST,CHICAGO,60603,,,,
Walgreens,2440 W NORTH AVE,CHICAGO,60647,,,,
21st Ward Office,9011 S. Ashland Ave.,Chicago,60620,,,,
Walgreens,191 N CLARK ST,CHICAGO,60601,,,,
CVS/pharmacy,1550 NORTH KOSTNER AVENUE,Chicago,60639,,,,
CVS/pharmacy,1211 WEST ROOSEVELT ROAD,CHICAGO,60608,,,,
Walgreens,3110 W ARMITAGE AVE,CHICAGO,60647,,,,
39th Ward Office,4404 W. Lawrence Ave.,Chicago,60630,,,,
Walgreens,250 S WACKER DR,CHICAGO,60606,,,,
Walgreens,2817 N CLARK ST,CHICAGO,60657,,,,
Walgreens,3646 N BROADWAY ST,CHICAGO,60613,,,,
Walgreens,650 W 63RD ST,Chicago,60621,,,,
Walgreens,8636 S ASHLAND AVE,CHICAGO,60620,,,,
Walgreens,4025 N SHERIDAN RD,CHICAGO,60613,,,,
Walgreens,250 S WACKER DR,Chicago,60606,,,,
CVS/pharmacy,6510 NORTH SHERIDAN ROAD,Chicago,60626,,,,
Walgreens,225 E CHICAGO AVE,Chicago,60611,,,,
CVS/pharmacy,101 NORTH CLINTON STREET,CHICAGO,60661,,,,
Walgreens,11801 S AVENUE O,CHICAGO,60617,,,,
Walgreens,3646 N BROADWAY ST,CHICAGO,60613,,,,
Walgreens,4005 W 26TH ST,Chicago,60623,,,,
CVS/pharmacy,6355 WEST BELMONT,Chicago,60634,,,,
CVS/pharmacy,8712 SOUTH STONY ISLAND AVENUE,Chicago,60619,,,,
Walgreens,1213 W 79TH ST,CHICAGO,60620,,,,
Walgreens,111 S HALSTED ST,CHICAGO,60661,,,,
Walgreens,7045 S PULASKI RD,CHICAGO,60629,,,,
Walgreens,5625 N RIDGE AVE,Chicago,60660,,,,
Walgreens,16 W ADAMS ST,CHICAGO,60603,,,,
City Hall-11th Floor Lobby,121 N. LaSalle St.,Chicago,60602,,,,
Walgreens,2817 N CLARK ST,Chicago,60657,,,,
Jewel-Osco 3176,9402 S. Ashland,Chicago,60620,,,,
MinuteClinic Inside CVS/pharmacy Store # 08751,4051 NORTH LINCOLN AVENUE,CHICAGO,60618,,,,
CVS/pharmacy,2427 WEST CHICAGO AVENUE,Chicago,60622,,,,
Jewel-Osco 3241,1343 North Paulina,Chicago,60622,,,,
Walgreens,3303 W 26TH ST,Chicago,60623,,,,
Jewel-Osco 3176,9402 S. Ashland,Chicago,60620,,,,
25th Ward - Alivio Medical Center,966 W. 21st St.,Chicago,60608,,,,
CVS/pharmacy,8025 SOUTH ASHLAND AVENUE,CHICAGO,60620,,,,
Walgreens,201 W MADISON ST,CHICAGO,60606,,,,
CVS/pharmacy,130 SOUTH CANAL STREET,CHICAGO,60606,,,,
MinuteClinic Inside CVS/pharmacy Store # 05836,1228 EAST 53RD STREET,CHICAGO,60637,,,,
Walgreens,1650 W CHICAGO AVE,Chicago,60622,,,,
Walgreens,1001 W BELMONT AVE,Chicago,60657,,,,
Walgreens,4001 W IRVING PARK RD,CHICAGO,60641,,,,
Walgreens,4001 W IRVING PARK RD,CHICAGO,60641,,,,
CVS/pharmacy,401 WEST ARMITAGE AVENUE,CHICAGO,60614,,,,
39th Ward Office,4404 W. Lawrence Ave.,Chicago,60630,,,,
Wright College - Family Flu Day,4300 N. Narragansett Ave.,Chicago,60634,,,,
Walgreens,5147 S ASHLAND AVE,CHICAGO,60609,,,,
Walgreens,300 N MICHIGAN AVE,Chicago,60601,,,,
Chicago Police Department - 25th District,5555 W GRAND AVE,CHICAGO,60639,,,,
Walgreens,315 W CHICAGO AVE,CHICAGO,60654,,,,
Walgreens,5222 W MADISON ST,Chicago,60644,,,,
CVS/pharmacy,2414 NORTH LINCOLN AVENUE,CHICAGO,60614,,,,
Kmart Pharmacy,4201 N. HARLEM AVENUE,NORRIDGE,60706,,,,
CVS/pharmacy,3637 N SOUTHPORT AVE,Chicago,60613,,,,
CVS/pharmacy,1165 NORTH CLARK STREET,Chicago,60610,,,,
Walgreens,6315 S KEDZIE AVE,CHICAGO,60629,,,,
CVS/pharmacy,1200 NORTH ASHLAND AVENUE,CHICAGO,60622,,,,
CVS/pharmacy,3552 WEST GRAND AVENUE,CHICAGO,60651,,,,
Truman College-Family Flu Day,1145 W. Wilson Ave.,Chicago,60640,,,,
Walgreens,2345 W 103RD ST,CHICAGO,60643,,,,
CVS/pharmacy,3343 WEST MONTROSE AVENUE,Chicago,60618,,,,
St. Pius V Parish,1919 S. Ashland Ave.,Chicago,60608,,,,
Walgreens,4710 S WESTERN AVE,CHICAGO,60609,,,,
CVS/pharmacy,9142 SOUTH CHICAGO AVENUE,Chicago,60617,,,,
Daley College-Family Flu Day,7500 S. Pulaski Rd.,Chicago,60652,,,,
Walgreens,1554 E 55TH ST,CHICAGO,60615,,,,
Walgreens,6140 N WESTERN AVE,CHICAGO,60659,,,,
Walgreens,7111 S WESTERN AVE,CHICAGO,60636,,,,
CVS/pharmacy,137 SOUTH STATE STREET,Chicago,60603,,,,
Walgreens,3045 W 26TH ST,CHICAGO,60623,,,,
City Hall-11th Floor Lobby,121 N. LaSalle St.,Chicago,60602,,,,
Walgreens,225 E CHICAGO AVE,CHICAGO,60611,,,,
Walgreens,641 N CLARK ST,CHICAGO,60654,,,,
Walgreens,833 W 115TH ST,CHICAGO,60643,,,,
CVS/pharmacy,121 WEST KINZIE STREET,CHICAGO,60610,,,,
Masjid Al Farooq,8950 S. Stony Island Ave.,Chicago,60617,,,,
Walgreens,5435 S KEDZIE AVE,CHICAGO,60632,,,,
Walgreens,1931 W CERMAK RD,Chicago,60608,,,,
CVS/pharmacy,105 SOUTH WABASH AVENUE,CHICAGO,60603,,,,
44th Ward-Chicago Police Department 19th District,850 W. Addison St.,Chicago,60613,,,,
Walgreens,3220 W 111TH ST,CHICAGO,60655,,,,
Walgreens,3303 W 26TH ST,Chicago,60623,,,,
10th Ward Office,10500 S. Ewing Ave.,Chicago,60617,,,,
Chicago State University,9501 S. King Dr.,Chicago,60628,,,,
25th Ward-Ruby Lozano Library,1805 S. Loomis Ave.,Chicago,60608,,,,
CVS/pharmacy,3940 WEST FULLERTON AVENUE,Chicago,60647,,,,
Kmart Pharmacy,17355 TORRENCE AVE,LANSING,60438,,,,
Walgreens,3320 W FULLERTON AVE,Chicago,60647,,,,
MinuteClinic Inside CVS/pharmacy Store # 04189,2828 N. CLARK STREET,CHICAGO,60657,,,,
23rd Ward-West Communities YMCA,6235 S. Homan Ave.,Chicago,60629,,,,
Walgreens,7410 N CLARK ST,CHICAGO,60626,,,,
Walgreens,250 S WACKER DR,Chicago,60606,,,,
CVS/pharmacy,1819 NORTH HARLEM AVENUE,Chicago,60707,,,,
35th Ward Office,2710 N. Sawyer Ave.,Chicago,60647,,,,
Walgreens,2835 N SHEFFIELD AVE STE 505,CHICAGO,60657,,,,
100 Black Men Health Expo at Malcolm X College,1900 W. Jackson Blvd.,Chicago,60612,,,,
CVS/pharmacy,2418 WEST DIVISION STREET,CHICAGO,60622,,,,
Walgreens,2351 E 71st,Chicago,60649,,,,
Chicago Police Department-Area North,2452 W. Belmont Ave.,Chicago,60618,,,,
50th Ward-Croatian Cultural Center,2845 W. Devon Ave.,Chicago,60659,,,,
MinuteClinic Inside CVS/pharmacy Store # 02798,3951 WEST 103RD STREET,CHICAGO,60655,,,,
Walgreens,2 E ROOSEVELT RD,CHICAGO,60605,,,,
CVS/pharmacy,11 EAST 14TH STREET,CHICAGO HEIGHTS,60411,,,,
Chicago Police Department-Area Central,5101 S. Wentworth Ave.,Chicago,60609,,,,
Walgreens,3222 N MILWAUKEE AVE,Chicago,60618,,,,
CVS/pharmacy,771 NORTH OGDEN AVENUE,Chicago,60622,,,,
CVS/pharmacy,11 EAST 14TH STREET,Chicago,60411,,,,
Walgreens,5650 W BELMONT AVE,CHICAGO,60634,,,,
Walgreens,3943 W 47TH ST,CHICAGO,60632,,,,
Walgreens,79 W MONROE ST,CHICAGO,60603,,,,
Walgreens,6121 N BROADWAY,CHICAGO,60660,,,,
Walgreens,501 W ROOSEVELT RD,Chicago,60607,,,,
Walgreens,757 N MICHIGAN AVE,CHICAGO,60611,,,,
Walgreens,740 W DIVERSEY PKWY,Chicago,60614,,,,
37th Ward Office,4924 W CHICAGO AVE,CHICAGO,60651,,,,
Walgreens,7109 S JEFFERY BLVD,CHICAGO,60649,,,,
Walgreens,4225 W ARMITAGE AVE,CHICAGO,60639,,,,
CVS/pharmacy,3944 NORTH WESTERN AVENUE,CHICAGO,60618,,,,
CVS/pharmacy,120 SOUTH LASALLE STREET,Chicago,60603,,,,
Walgreens,711 W NORTH AVE STE 204,CHICAGO,60610,,,,
Walgreens,650 W 63RD ST,CHICAGO,60621,,,,
Walgreens,3646 N BROADWAY ST,CHICAGO,60613,,,,
Walgreens,1520 W FULLERTON AVE,CHICAGO,60614,,,,
8th Ward Office,8539 S. Cottage Grove Ave.,Chicago,60619,,,,
Walgreens,122 S MICHIGAN AVE,CHICAGO,60603,,,,
Walgreens,1546 N CENTRAL AVE,Chicago,60651,,,,
CVS/pharmacy,175 WEST JACKSON BOULEVARD,Chicago,60604,,,,
Walgreens,15 W WASHINGTON ST,CHICAGO,60602,,,,
CVS/pharmacy,208 WEST WASHINGTON,Chicago,60606,,,,
CVS/pharmacy,771 NORTH OGDEN AVENUE,Chicago,60622,,,,
Walgreens,4225 W ARMITAGE AVE,Chicago,60639,,,,
Walgreens,1213 W 79TH ST,CHICAGO,60620,,,,
Walgreens,3201 N BROADWAY ST,CHICAGO,60657,,,,
46th Ward-Weiss Hospital,4646 N MARINE DR,CHICAGO,60640,,,,
Walgreens,933 N STATE ST,CHICAGO,60610,,,,
Walgreens,3046 N HALSTED ST,CHICAGO,60657,,,,
12th Ward-McKinley Park,2210 W PERSHING RD,CHICAGO,60609,,,,
Walgreens,122 S MICHIGAN AVE,Chicago,60603,,,,
Walgreens,4225 W ARMITAGE AVE,CHICAGO,60639,,,,
Walgreens,1601 N MILWAUKEE AVE,Chicago,60647,,,,
Walgreens,6310 N NAGLE AVE,CHICAGO,60646,,,,
Walgreens,833 W 115TH ST,CHICAGO,60643,,,,
CVS/pharmacy,"344 WEST HUBBARD STREET, CORNER OF ORLEANS",CHICAGO,60654,,,,
Bernard Horwich JCC,3003 W. Touhy Ave.,Chicago,60645,,,,
Walgreens,9434 S HALSTED ST,CHICAGO,60620,,,,
Roseland Community WIC,11255 S MICHIGAN AVE,CHICAGO,60628,,,,
CVS/pharmacy,1228 EAST 53RD STREET,CHICAGO,60637,,,,
CVS/pharmacy,8639 SOUTH CICERO AVENUE,CHICAGO,60652,,,,
CVS/pharmacy,2825 WEST DEVON AVENUE,CHICAGO,60659,,,,
45th Ward-Copernicus Center,5216 W. Lawrence Ave.,Chicago,60630,,,,
CVS/pharmacy,1620 WEST 59TH STREET,CHICAGO,60621,,,,
CVS/pharmacy,6510 NORTH SHERIDAN ROAD,Chicago,60626,,,,
Walgreens,641 N CLARK ST,CHICAGO,60654,,,,
Truman College - Family Flu Day,1145 W. Wilson Ave.,Chicago,60640,,,,
CVS/pharmacy,8639 SOUTH CICERO AVENUE,CHICAGO,60652,,,,
Walgreens,1601 N MILWAUKEE AVE,CHICAGO,60647,,,,
Walgreens,5600 W FULLERTON AVE,Chicago,60639,,,,
Walgreens,2744 N CALIFORNIA AVE,CHICAGO,60647,,,,
2nd Ward-St. Nicholas Ukrainian Rectory,2238 W. Rice St.,Chicago,60622,,,,
Walgreens,4000 W 59TH ST,Chicago,60629,,,,
Walgreens,3245 N HALSTED ST,CHICAGO,60657,,,,
28th Ward Office,2622 W. Jackson Blvd.,Chicago,60608,,,,
CVS/pharmacy,1200 NORTH ASHLAND AVENUE,Chicago,60622,,,,
Walgreens,6315 S KEDZIE AVE,CHICAGO,60629,,,,
Walgreens,1520 W FULLERTON AVE,CHICAGO,60614,,,,
Walgreens,4010 W LAWRENCE AVE,CHICAGO,60630,,,,
Daley College-Family Flu Day,7500 S. Pulaski Rd.,Chicago,60652,,,,
Walgreens,225 E CHICAGO AVE,Chicago,60611,,,,
Walgreens,3045 W 26TH ST,CHICAGO,60623,,,,
Walgreens,151 N STATE ST,CHICAGO,60601,,,,
Walgreens,4710 S WESTERN AVE,Chicago,60609,,,,
Walgreens,11 E 75TH ST,CHICAGO,60619,,,,
24th Ward Office,1158 S. Keeler Ave.,Chicago,60624,,,,
Walgreens,757 N MICHIGAN AVE,Chicago,60611,,,,
Walgreens,8628 S COTTAGE GROVE AVE,CHICAGO,60619,,,,
10th Ward Office,10500 S. Ewing Ave.,Chicago,60617,,,,
Walgreens,5158 N LINCOLN AVE,CHICAGO,60625,,,,
CVS/pharmacy,4800 NORTH DAMEN AVENUE,CHICAGO,60625,,,,
25th Ward Office,1645 S. Blue Island,Chicago,60608,,,,
Chicago Department of Family Support Services,10 S. Kedzie Ave.,Chicago,60612,,,,
39th Ward Office,4404 W. Lawrence Ave.,Chicago,60630,,,,
41st Ward-Norwood Park Senior Center,5801 N. Natoma Ave.,Chicago,60631,,,,
Walgreens,5435 S KEDZIE AVE,CHICAGO,60632,,,,
Walgreens,4700 S HALSTED ST,Chicago,60609,,,,
CVS/pharmacy,401 WEST ARMITAGE AVENUE,Chicago,60614,,,,
49th Ward Office,7356 N. Greenview Ave.,Chicago,60626,,,,
4th Ward-Prince Hall Grand Lodge,809 E 42ND PL,CHICAGO,60653,,,,
Physicians Immediate Care,5961 North Lincoln Avenue,Chicago,60659,,,,
Walgreens,7652 W TOUHY AVE,Chicago,60631,,,,
48th Ward Office,5533 N. Broadway St.,Chicago,60640,,,,
Chicago Police Department - 2nd District,5101 S WENTWORTH AVE,CHICAGO,60609,,,,
CVS/pharmacy,9142 SOUTH CHICAGO AVENUE,Chicago,60617,,,,
Walgreens,6809 W BELMONT AVE,Chicago,60634,,,,
Walgreens,1200 N DEARBORN ST,CHICAGO,60610,,,,
Walgreens,4720 N MARINE DR,CHICAGO,60640,,,,
Walgreens,7155 W FOSTER AVE,CHICAGO,60656,,,,
Walgreens,2301 W IRVING PARK RD,Chicago,60618,,,,
Walgreens,3320 W FULLERTON AVE,CHICAGO,60647,,,,
Walgreens,3245 N HALSTED ST,CHICAGO,60657,,,,
Walgreens,4000 W 59TH ST,CHICAGO,60629,,,,
Walgreens,7410 N CLARK ST,CHICAGO,60626,,,,
Walgreens,7045 S PULASKI RD,Chicago,60629,,,,
Walgreens,5625 N RIDGE AVE,Chicago,60660,,,,
Walgreens,680 N LAKE SHORE DR,CHICAGO,60611,,,,
16th Ward Office,3045 W. 63rd St.,Chicago,60629,,,,
Walgreens,3800 W MADISON ST STE 101,CHICAGO,60624,,,,
Walgreens,410 N MICHIGAN,Chicago,60611,,,,
19th Ward Office,10402 S. Western Ave.,Chicago,60643,,,,
Walgreens,5440 N CLARK ST,CHICAGO,60640,,,,
CVS/pharmacy,4051 N LINCOLN AVE,CHICAGO,60618,,,,
CVS/pharmacy,11055 SOUTH WESTERN AVENUE,Chicago,60643,,,,
11th Ward-McGuane Park,2901 S. Poplar Ave.,Chicago,60608,,,,
39th Ward Office,4404 W. Lawrence Ave.,Chicago,60630,,,,
45th Ward Office,4754 N. Milwaukee Ave.,Chicago,60630,,,,
Walgreens,711 W NORTH AVE STE 204,CHICAGO,60610,,,,
Walgreens,4040 N CICERO AVE,CHICAGO,60641,,,,
47th Ward-Sulzer Library,4455 N. Lincoln Ave.,Chicago,60625,,,,
CVS/pharmacy,1201 NORTH STATE STREET,CHICAGO,60610,,,,
CVS/pharmacy,1201 NORTH STATE STREET,CHICAGO,60610,,,,
CVS/pharmacy,9142 SOUTH CHICAGO AVENUE,CHICAGO,60617,,,,
Walgreens,2 North State St,CHICAGO,60601,,,,
Walgreens,2345 W 103RD ST,Chicago,60643,,,,
Walgreens,316 W CERMAK RD,CHICAGO,60616,,,,
CVS/pharmacy,2545 MARTIN LUTHER KING,Chicago,60606,,,,
Walgreens,1601 N WELLS ST,Chicago,60614,,,,
Walgreens,3320 W FULLERTON AVE,CHICAGO,60647,,,,
Walgreens,"251 E HURON STREET, SUITE 2B114",Chicago,60611,,,,
Walgreens,1633 W 95TH ST,CHICAGO,60643,,,,
CVS/pharmacy,3411 WEST ADDISON STREET,Chicago,60618,,,,
CVS/pharmacy,1620 WEST 59TH STREET,CHICAGO,60621,,,,
Walgreens,3045 W 26TH ST,CHICAGO,60623,,,,
Walgreens,1616 E 87TH ST,CHICAGO,60617,,,,
CVS/pharmacy,2427 WEST CHICAGO AVENUE,Chicago,60622,,,,
12th Ward - McKinley Park Fieldhouse,2210 W. Pershing Rd.,Chicago,60609,,,,
Jewel-Osco 3092,1655 E. 95th St.,Chicago,60617,,,,
CVS/pharmacy,6315 SOUTH PULASKI ROAD,Chicago,60629,,,,
CVS/pharmacy,1200 NORTH ASHLAND AVENUE,Chicago,60622,,,,
Walgreens,347 E 95TH ST,CHICAGO,60619,,,,
Daley College-Family Flu Day,7500 S. Pulaski Rd.,Chicago,60652,,,,
38th Ward Office,3821 N. Harlem Ave.,Chicago,60634,,,,
Walgreens,4745 W BELMONT AVE,Chicago,60641,,,,
38th Ward Office,3821 N. Harlem Ave.,Chicago,60634,,,,
CVS/pharmacy,7855 SOUTH WESTERN AVENUE,CHICAGO,60652,,,,
Walgreens,30 N MICHIGAN AVE,CHICAGO,60602,,,,
CVS/pharmacy,208 WEST WASHINGTON,Chicago,60606,,,,
7th Ward-Compassion Baptist Church,2650 E. 95th St.,Chicago,60617,,,,
Walgreens,1554 E 55TH ST,CHICAGO,60615,,,,
CVS/pharmacy,1713 SOUTH ASHLAND AVENUE,CHICAGO,60608,,,,
CVS/pharmacy,2427 WEST CHICAGO AVENUE,CHICAGO,60622,,,,
CVS/pharmacy,1714 NORTH SHEFFIELD AVENUE,Chicago,60614,,,,
Walgreens,1614 W 47TH ST,CHICAGO,60609,,,,
30th Ward-Kilbourn Park,3501 N. Kilbourn Ave.,Chicago,60641,,,,
15th Ward Office,1650 W. 63rd St.,Chicago,60636,,,,
Walgreens,4225 W ARMITAGE AVE,CHICAGO,60639,,,,
Walgreens,5874 S ARCHER AVE,CHICAGO,60638,,,,
Walgreens,3611 E 106TH ST,CHICAGO,60617,,,,
CVS/pharmacy,1165 N CLARK,Chicago,60610,,,,
Jewel-Osco 3407,5532 North Clark,Chicago,60640,,,,
Arturo Velasquez Institute - Family Flu Day,2800 S. Western Ave.,Chicago,60608,,,,
CVS/pharmacy,401 WEST ARMITAGE AVENUE,CHICAGO,60614,,,,
Walgreens,5036 S COTTAGE GROVE AVE,Chicago,60615,,,,
Walgreens,3245 N HALSTED ST,CHICAGO,60657,,,,
34th Ward Office,507 W. 111th St.,Chicago,60628,,,,
Walgreens,3110 W ARMITAGE AVE,Chicago,60647,,,,
CVS/pharmacy,3944 NORTH WESTERN AVENUE,CHICAGO,60618,,,,
Walgreens,4700 S HALSTED ST,CHICAGO,60609,,,,
CVS/pharmacy,7855 SOUTH WESTERN AVENUE,CHICAGO,60652,,,,
CVS/pharmacy,4801 N CENTRAL AVE,CHICAGO,60630,,,,
CVS/pharmacy,3552 WEST GRAND AVENUE,CHICAGO,60651,,,,
Villa Guadalupe Senior Service Inc.,3201 E. 91st St.,Chicago,60617,,,,
Walgreens,3110 W ARMITAGE AVE,CHICAGO,60647,,,,
Walgreens,4720 N MARINE DR,CHICAGO,60640,,,,
Walgreens,5230 N MILWAUKEE AVE,CHICAGO,60630,,,,
Walgreens,2744 N CALIFORNIA AVE,Chicago,60647,,,,
CVS/pharmacy,3146 WEST MADISON,CHICAGO,60612,,,,
St. Pius V Parish,1919 S. Ashland Ave.,Chicago,60608,,,,
Walgreens,30 N MICHIGAN AVE,Chicago,60602,,,,
Nigerian Progressive Organization,8847 S. Colfax Ave.,Chicago,60617,,,,
Walgreens,6016 W 63RD ST,CHICAGO,60638,,,,
Walgreens,833 W 115TH ST,Chicago,60643,,,,
Walgreens,225 E CHICAGO AVE,CHICAGO,60611,,,,
Walgreens,3405 S KING DR,CHICAGO,60616,,,,
Walgreens,5401 S WENTWORTH AVE,Chicago,60609,,,,
Walgreens,3798 S WESTERN AVE,CHICAGO,60609,,,,
Walgreens,7510 N WESTERN AVE,CHICAGO,60645,,,,
CVS/pharmacy,7858 SOUTH HALSTED STREET,CHICAGO,60620,,,,
Walgreens,7510 N WESTERN AVE,CHICAGO,60645,,,,
Walgreens,2001 N MILWAUKEE AVE,CHICAGO,60647,,,,
CVS/pharmacy,3940 WEST FULLERTON AVENUE,CHICAGO,60647,,,,
Walgreens,7109 S JEFFERY BLVD,CHICAGO,60649,,,,
Jewel-Osco 2508,1763 W Howard St,Chicago,60626,,,,
31st Ward - Maranatha Christian Revival,4301 W. Diversey Ave.,Chicago,60639,,,,
Walgreens,6310 N NAGLE AVE,CHICAGO,60646,,,,
Walgreens,2301 W IRVING PARK RD,CHICAGO,60618,,,,
Walgreens,410 N MICHIGAN,CHICAGO,60611,,,,
CVS/pharmacy,205 NORTH COLUMBUS DRIVE,CHICAGO,60601,,,,
MinuteClinic Inside CVS/pharmacy Store # 05836,1228 EAST 53RD STREET,CHICAGO,60637,,,,
12th Ward-McKinley Park Fieldhouse,2210 W. Pershing Rd.,Chicago,60609,,,,
Walgreens,4745 W BELMONT AVE,CHICAGO,60641,,,,
CVS/pharmacy,208 WEST WASHINGTON,Chicago,60606,,,,
Chicago Police Department - 5th District,727 E 111TH ST,CHICAGO,60628,,,,
18th Ward Office,8359 S. Pulaski Rd.,Chicago,60652,,,,
Lower West WIC,1643 W CERMAK RD,CHICAGO,60608,,,,
34th Ward Office,507 W. 111th St.,Chicago,60628,,,,
Walgreens,111 S HALSTED ST,Chicago,60661,,,,
Walgreens,5036 S COTTAGE GROVE AVE,CHICAGO,60615,,,,
Walgreens,4010 W LAWRENCE AVE,CHICAGO,60630,,,,
17th Ward Office,1344 W. 79th St.,Chicago,60620,,,,
Walgreens,1213 W 79TH ST,Chicago,60620,,,,
CVS/pharmacy,344 W HUBBARD ST,Chicago,60654,,,,
40th Ward Office,5850 N. Lincoln Ave.,Chicago,60659,,,,
45th Ward - Jefferson Park Field House,4822 N. Long Ave.,Chicago,60630,,,,
11th Ward-McGuane Park,2901 S. Poplar Ave.,Chicago,60608,,,,
Greater Lawn WIC,4150 W 55TH ST,CHICAGO,60632,,,,
Walgreens,3303 W 26TH ST,CHICAGO,60623,,,,
Walgreens,933 N STATE ST,CHICAGO,60610,,,,
St Francis of Assisi,813 W. Roosevelt Rd.,Chicago,60608,,,,
CVS/pharmacy,3343 WEST MONTROSE AVENUE,CHICAGO,60618,,,,
CVS/pharmacy,1201 NORTH STATE STREET,Chicago,60610,,,,
CVS/pharmacy,6150 N BROADWAY ST,CHICAGO,60660,,,,
22nd Ward-Toman Library,2708 S. Pulaski Rd.,Chicago,60623,,,,
Walgreens,5140 W DIVERSEY AVE,CHICAGO,60639,,,,
CVS/pharmacy,3343 WEST MONTROSE AVENUE,CHICAGO,60618,,,,
Walgreens,1633 W 95TH ST,CHICAGO,60643,,,,
Cherubim & Seraphim Church (North),4850 N. Sawyer Ave.,Chicago,60625,,,,
11th Ward-McGuane Park,2901 S POPLAR AVE,CHICAGO,60608,,,,
41st Ward-Norwood Park Senior Center,5801 N. Natoma Ave.,Chicago,60631,,,,
Walgreens,4801 N LINCOLN AVE,Chicago,60625,,,,
Walgreens,225 E CHICAGO AVE,CHICAGO,60611,,,,
Walgreens,347 E 95TH ST,CHICAGO,60619,,,,
36th Ward Office,6934 W. Diversey Ave.,Chicago,60707,,,,
14th Ward-Polish Highlanders,4808 S ARCHER AVE,CHICAGO,60632,,,,
Walgreens,1554 E 55TH ST,CHICAGO,60615,,,,
CVS/pharmacy,641 WEST 63RD STREET,CHICAGO,60652,,,,
7th Ward,2249 E. 95th St.,Chicago,60617,,,,
20th Ward Office,6357 S. Cottage Grove Ave.,Chicago,60637,,,,
Walgreens,1320 E 47TH ST,CHICAGO,60653,,,,
Walgreens,4025 N SHERIDAN RD,CHICAGO,60613,,,,
Uptown Neighborhood Health Center,845 W WILSON AVE,CHICAGO,60640,,,,
CVS/pharmacy,205 N. MICHIGAN AVENUE,Chicago,60601,,,,
23rd Ward-West Lawn Library,4020 W. 63rd St.,Chicago,60629,,,,
CVS/pharmacy,1714 NORTH SHEFFIELD AVENUE,Chicago,60614,,,,
31st Ward-Kosciuszko Park,2732 N. Avers Ave.,Chicago,60647,,,,
Physicians Immediate Care,600 W. Adams St.,Chicago,60661,,,,
19th Ward Office,10402 S. Western Ave.,Chicago,60643,,,,
CVS/pharmacy,3615 NORTH CENTRAL AVENUE,CHICAGO,60634,,,,
CVS/pharmacy,4051 NORTH LINCOLN AVENUE,CHICAGO,60618,,,,
Chicago Police Department-Headquarters,3510 S. Michigan Ave.,Chicago,60653,,,,
Walgreens,1649 W BELMONT AVE,CHICAGO,60657,,,,
Walgreens,"251 E HURON STREET, SUITE 2B114",CHICAGO,60611,,,,
Walgreens,5401 S WENTWORTH AVE,CHICAGO,60609,,,,
Walgreens,1533 E 67TH ST,Chicago,60637,,,,
CVS/pharmacy,6315 SOUTH PULASKI ROAD,Chicago,60629,,,,
Jewel-Osco 3632,3630 N. Southport Ave.,Chicago,60613,,,,
CVS/pharmacy,2722 NORTH CENTRAL AVENUE,Chicago,60639,,,,
Chicago Police Department - 11th District,3153 W HARRISON ST,CHICAGO,60612,,,,
Walgreens,740 W DIVERSEY PKWY,CHICAGO,60614,,,,
16th Ward Office,6212 S. Sangamon St.,Chicago,60621,,,,
10th Ward Office,10500 S. Ewing Ave.,Chicago,60617,,,,
Walgreens,1601 N MILWAUKEE AVE,Chicago,60647,,,,
CVS/pharmacy,137 S STATE ST,Chicago,60603,,,,
Walgreens,3934 W DIVERSEY AVE,CHICAGO,60647,,,,
Walgreens,1650 W CHICAGO AVE,Chicago,60622,,,,
CVS/pharmacy,4051 N LINCOLN AVE,Chicago,60618,,,,
Walgreens,5440 N CLARK ST,CHICAGO,60640,,,,
CVS/pharmacy,7858 SOUTH HALSTED STREET,Chicago,60620,,,,
Walgreens,5140 W DIVERSEY AVE,Chicago,60639,,,,
CVS/pharmacy,1228 E 53RD ST,Chicago,60615,,,,
Walgreens,2924 E 92ND ST,CHICAGO,60617,,,,
CVS/pharmacy,3940 WEST FULLERTON AVENUE,Chicago,60647,,,,
CVS/pharmacy,137 S STATE ST,CHICAGO,60603,,,,
CVS/pharmacy,1930 WEST 103RD STREET,CHICAGO,60643,,,,
CVS/pharmacy,745 WEST 103 ROAD STREET,CHICAGO,60628,,,,
Walgreens,11833 S WESTERN AVE,Chicago,60643,,,,
Walgreens,342 E ILLINOIS ST,CHICAGO,60611,,,,
Walgreens,2015 E 79TH ST,Chicago,60649,,,,
